timestamp,ticker,direction,score,setup_type,spot,pivot,target,invalidation
2026-07-24T16:20:29.234Z,AAPL,BULLISH,60,Floor bounce,333.72,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:20:34.223Z,AAPL,BULLISH,60,Floor bounce,333.75,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:20:39.222Z,AAPL,BULLISH,60,Floor bounce,333.83,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:20:44.224Z,AAPL,BULLISH,60,Floor bounce,333.84,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:20:49.527Z,AAPL,BULLISH,60,Floor bounce,333.8001,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:20:54.524Z,AAPL,BULLISH,60,Floor bounce,333.79,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:20:59.529Z,AAPL,BULLISH,60,Floor bounce,333.84,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:04.526Z,AAPL,BULLISH,60,Floor bounce,333.85,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:09.516Z,AAPL,BULLISH,60,Floor bounce,333.85,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:14.519Z,AAPL,BULLISH,60,Floor bounce,333.92,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:19.517Z,AAPL,BULLISH,60,Floor bounce,333.94,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:24.518Z,AAPL,BULLISH,60,Floor bounce,333.97,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:29.516Z,AAPL,BULLISH,60,Floor bounce,334,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:34.514Z,AAPL,BULLISH,60,Floor bounce,334.3,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:39.517Z,AAPL,BULLISH,60,Floor bounce,334.35,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:44.524Z,AAPL,BULLISH,60,Floor bounce,334.175,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:51.609Z,AAPL,BULLISH,60,Floor bounce,334.055,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:54.512Z,AAPL,BULLISH,60,Floor bounce,334.055,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:21:59.519Z,AAPL,BULLISH,60,Floor bounce,334.0796,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:22:04.518Z,AAPL,BULLISH,60,Floor bounce,334.09,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:22:09.526Z,AAPL,BULLISH,60,Floor bounce,333.975,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:22:14.517Z,AAPL,BULLISH,60,Floor bounce,334,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:22:19.523Z,AAPL,BULLISH,60,Floor bounce,334.02,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:22:24.526Z,AAPL,BULLISH,60,Floor bounce,333.97,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:22:29.523Z,AAPL,BULLISH,60,Floor bounce,333.91,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:22:34.522Z,AAPL,BULLISH,60,Floor bounce,333.955,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:22:39.513Z,AAPL,BULLISH,60,Floor bounce,333.87,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:22:44.520Z,AAPL,BULLISH,60,,333.78,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:22:49.515Z,AAPL,BULLISH,60,,333.845,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:23:20.515Z,AAPL,BULLISH,60,,333.93,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:24:20.526Z,AAPL,BULLISH,60,,333.865,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:24:47.409Z,AMD,BULLISH,99,REJECTION REVERSAL,534.05,"532.5 (floor, at)",535,527.5
2026-07-24T16:25:20.525Z,AAPL,BULLISH,60,,333.925,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:25:46.395Z,AMD,BULLISH,99,REJECTION REVERSAL,534.05,"532.5 (floor, at)",535,527.5
2026-07-24T16:26:20.523Z,AAPL,BULLISH,60,,334.035,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:26:47.528Z,AMD,BULLISH,99,REJECTION REVERSAL,534.05,"532.5 (floor, at)",535,527.5
2026-07-24T16:27:20.511Z,AAPL,BULLISH,60,,334.165,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:27:47.528Z,AMD,BULLISH,99,REJECTION REVERSAL,534.05,"532.5 (floor, at)",535,527.5
2026-07-24T16:28:05.683Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:28:09.227Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:28:14.513Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:28:19.512Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:28:24.523Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:28:29.529Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:28:34.521Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:28:39.527Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:28:44.519Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:28:46.535Z,AMD,BULLISH,99,REJECTION REVERSAL,534.05,"532.5 (floor, at)",535,527.5
2026-07-24T16:28:49.528Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:28:54.527Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:28:59.526Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:29:04.514Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:29:09.523Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:29:20.531Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:29:47.532Z,AMD,BULLISH,99,REJECTION REVERSAL,534.05,"532.5 (floor, at)",535,527.5
2026-07-24T16:30:20.518Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:30:44.782Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.15,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:31:04.478Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:31:09.516Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:31:14.520Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:31:19.517Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:31:24.522Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:31:29.523Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:31:34.517Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:31:39.524Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:31:44.514Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.13,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:31:44.515Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:31:49.516Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:31:54.526Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:31:59.522Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:32:04.520Z,AAPL,BULLISH,60,REJECTION REVERSAL,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:32:20.528Z,AAPL,BULLISH,60,FLOOR BOUNCE,334.06,"332.5 (broken resistance, broke)",335,330
2026-07-24T16:32:45.526Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.3,"210 (floor, at)",211.4,207.5
2026-07-24T16:33:20.512Z,NVDA,BULLISH,97,FLOOR BOUNCE,210.465,"210 (floor, at)",212.5,209.16
2026-07-24T16:33:44.534Z,NVDA,BULLISH,97,FLOOR BOUNCE,210.42,"210 (floor, at)",211.46,207.5
2026-07-24T16:34:20.519Z,NVDA,BULLISH,92,FLOOR BOUNCE,210.61,"210 (floor, at)",212.5,209.16
2026-07-24T16:35:20.527Z,NVDA,BULLISH,92,FLOOR BOUNCE,210.64,"210 (floor, at)",212.5,209.16
2026-07-24T16:36:20.515Z,NVDA,BULLISH,92,FLOOR BOUNCE,210.86,"210 (floor, at)",212.5,209.16
2026-07-24T16:37:20.512Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.33,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:37:20.514Z,NVDA,BULLISH,91,FLOOR BOUNCE,210.58,"210 (floor, at)",212.5,209.16
2026-07-24T16:38:20.524Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.565,"210 (floor, at)",212.5,209.16
2026-07-24T16:38:36.450Z,GOOGL,BEARISH,92,CEILING REJECTION,319.6,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:38:44.517Z,GOOGL,BEARISH,99,CEILING REJECTION,319.56,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:38:51.011Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.445,"210 (floor, at)",212.5,209.16
2026-07-24T16:38:54.525Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.445,"210 (floor, at)",212.5,209.16
2026-07-24T16:38:59.516Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.405,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:04.519Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.39,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:09.519Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.43,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:14.525Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.435,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:19.512Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.47,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:24.234Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.45,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:29.523Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.44,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:34.521Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.48,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:39.531Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.45,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:44.522Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.53,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:39:44.523Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.44,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:49.524Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.41,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:54.514Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.455,"210 (floor, at)",212.5,209.16
2026-07-24T16:39:59.530Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.49,"210 (floor, at)",212.5,209.16
2026-07-24T16:40:04.518Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.5,"210 (floor, at)",212.5,209.16
2026-07-24T16:40:09.521Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.49,"210 (floor, at)",212.5,209.16
2026-07-24T16:40:14.514Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.47,"210 (floor, at)",212.5,209.16
2026-07-24T16:40:19.519Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.5005,"210 (floor, at)",212.5,209.16
2026-07-24T16:40:24.517Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.53,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:07.137Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.3101,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:09.528Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.3101,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:14.516Z,NVDA,BULLISH,95,FLOOR BOUNCE,210.325,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:19.515Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.3,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:24.513Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.255,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:29.519Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.13,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:34.527Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.215,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:39.529Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.2549,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:44.523Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.2401,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:49.531Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.2501,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:54.525Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.25,"210 (floor, at)",212.5,209.16
2026-07-24T16:41:59.519Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.23,"210 (floor, at)",212.5,209.16
2026-07-24T16:42:04.519Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.33,"210 (floor, at)",212.5,209.16
2026-07-24T16:42:20.539Z,NVDA,BULLISH,87,FLOOR BOUNCE,210.2,"210 (floor, at)",212.5,209.16
2026-07-24T16:42:20.539Z,GOOGL,BEARISH,96,CEILING REJECTION,319.65,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:43:20.523Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.48,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:43:20.524Z,NVDA,BULLISH,96,FLOOR BOUNCE,210.0694,"210 (floor, at)",212.5,209.16
2026-07-24T16:44:20.529Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.44,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:44:20.542Z,NVDA,BULLISH,96,FLOOR BOUNCE,210.18,"210 (floor, at)",212.5,209.16
2026-07-24T16:45:20.519Z,NVDA,BULLISH,96,FLOOR BOUNCE,210.0874,"210 (floor, at)",212.5,209.16
2026-07-24T16:45:20.519Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.34,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:46:20.519Z,MU,BEARISH,94,BREAKDOWN CONTINUATION,937.46,"940 (broken support, broke)",931.64,950
2026-07-24T16:46:20.520Z,NVDA,BULLISH,96,FLOOR BOUNCE,210.09,"210 (floor, at)",212.5,209.16
2026-07-24T16:47:20.523Z,MU,BEARISH,88,CEILING REJECTION,938.5,"940 (ceiling, at)",932.33,950
2026-07-24T16:47:20.528Z,NVDA,BULLISH,96,FLOOR BOUNCE,210.09,"210 (floor, at)",212.5,209.16
2026-07-24T16:48:20.516Z,AMD,BULLISH,92,REJECTION REVERSAL,534.17,"532.5 (floor, nearing)",535,527.5
2026-07-24T16:48:20.519Z,NVDA,BULLISH,96,FLOOR BOUNCE,210.09,"210 (floor, at)",212.5,209.16
2026-07-24T16:49:20.519Z,MU,BEARISH,92,BREAKDOWN CONTINUATION,935.89,"940 (broken support, broke)",930.6,950
2026-07-24T16:49:20.523Z,NVDA,BULLISH,96,FLOOR BOUNCE,210.09,"210 (floor, at)",212.5,209.16
2026-07-24T16:50:20.527Z,MU,BEARISH,90,BREAKDOWN CONTINUATION,934.5,"940 (broken support, broke)",929.67,950
2026-07-24T16:50:20.533Z,NVDA,BULLISH,96,FLOOR BOUNCE,210.09,"210 (floor, at)",212.5,209.16
2026-07-24T16:51:20.527Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.12,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:51:20.530Z,AMZN,BEARISH,86,REJECTION REVERSAL,233.55,"235 (ceiling, nearing)",232.5,237.5
2026-07-24T16:52:20.521Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.25,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:52:20.525Z,AMZN,BEARISH,86,REJECTION REVERSAL,233.55,"235 (ceiling, nearing)",232.5,237.5
2026-07-24T16:53:20.515Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.32,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:53:20.518Z,AMZN,BEARISH,86,REJECTION REVERSAL,233.55,"235 (ceiling, nearing)",232.5,237.5
2026-07-24T16:54:20.527Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.2,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:54:20.528Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.17,"36 (floor, nearing)",36.34,35.5
2026-07-24T16:55:20.524Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.26,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:55:20.526Z,IBIT,BULLISH,84,REJECTION REVERSAL,36.1799,"36 (floor, nearing)",36.34,35.5
2026-07-24T16:56:20.516Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.37,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:56:20.517Z,IBIT,BULLISH,84,REJECTION REVERSAL,36.18,"36 (floor, nearing)",36.34,35.5
2026-07-24T16:57:20.517Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.56,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:57:20.517Z,IBIT,BULLISH,86,REJECTION REVERSAL,36.2051,"36 (floor, nearing)",36.34,35.5
2026-07-24T16:58:20.518Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.56,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:58:20.518Z,IBIT,BULLISH,86,REJECTION REVERSAL,36.215,"36 (floor, nearing)",36.34,35.5
2026-07-24T16:59:20.521Z,GOOGL,BEARISH,99,REJECTION REVERSAL,319.39,"320 (ceiling, at)",317.5,322.5
2026-07-24T16:59:20.524Z,IBIT,BULLISH,87,REJECTION REVERSAL,36.215,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:00:20.520Z,MU,BEARISH,98,BREAKDOWN CONTINUATION,936.07,"940 (broken support, broke)",930.71,950
2026-07-24T17:00:20.520Z,IBIT,BULLISH,86,REJECTION REVERSAL,36.19,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:01:20.527Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.185,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:01:20.528Z,MU,BEARISH,99,BREAKDOWN CONTINUATION,935.95,"940 (broken support, broke)",930.63,950
2026-07-24T17:02:20.518Z,GOOGL,BEARISH,96,REJECTION REVERSAL,319.5,"320 (ceiling, at)",317.5,322.5
2026-07-24T17:02:20.523Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.19,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:03:20.516Z,IBIT,BULLISH,87,REJECTION REVERSAL,36.2,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:03:20.518Z,AMD,BULLISH,91,REJECTION REVERSAL,534.24,"532.5 (floor, nearing)",535,527.5
2026-07-24T17:04:20.512Z,IBIT,BULLISH,87,REJECTION REVERSAL,36.2099,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:04:20.514Z,GOOGL,BEARISH,94,REJECTION REVERSAL,319.55,"320 (ceiling, at)",317.5,322.5
2026-07-24T17:04:56.606Z,IBIT,BULLISH,87,REJECTION REVERSAL,36.215,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:04:59.225Z,IBIT,BULLISH,87,REJECTION REVERSAL,36.215,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:04.237Z,IBIT,BULLISH,87,REJECTION REVERSAL,36.2199,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:07.482Z,MU,BEARISH,95,BREAKDOWN CONTINUATION,934.06,"940 (broken support, broke)",929.37,960
2026-07-24T17:05:09.516Z,IBIT,BULLISH,87,REJECTION REVERSAL,36.2199,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:14.528Z,MU,BEARISH,97,BREAKDOWN CONTINUATION,933.87,"940 (broken support, broke)",929.25,950
2026-07-24T17:05:14.528Z,IBIT,BULLISH,87,REJECTION REVERSAL,36.2129,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:19.528Z,IBIT,BULLISH,87,REJECTION REVERSAL,36.215,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:24.523Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.215,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:29.522Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.215,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:34.521Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.21,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:39.532Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.21,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:44.517Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.21,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:45.527Z,MU,BEARISH,96,BREAKDOWN CONTINUATION,934.04,"940 (broken support, broke)",929.36,950
2026-07-24T17:05:49.524Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.21,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:54.529Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.21,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:05:59.517Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.21,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:06:04.520Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.215,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:06:20.520Z,IBIT,BULLISH,88,REJECTION REVERSAL,36.175,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:07:20.523Z,IBIT,BULLISH,91,REJECTION REVERSAL,36.1911,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:08:20.530Z,GOOGL,BEARISH,96,CEILING REJECTION,319.63,"320 (ceiling, at)",317.5,322.5
2026-07-24T17:08:20.531Z,IBIT,BULLISH,89,REJECTION REVERSAL,36.165,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:09:20.514Z,IBIT,BULLISH,89,REJECTION REVERSAL,36.18,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:09:20.515Z,GOOGL,BEARISH,97,REJECTION REVERSAL,319.35,"320 (ceiling, at)",317.5,322.5
2026-07-24T17:10:20.516Z,IBIT,BULLISH,87,REJECTION REVERSAL,36.19,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:10:20.516Z,NVDA,BEARISH,99,REJECTION REVERSAL,209.8,"210 (ceiling, at)",208.65,212.5
2026-07-24T17:11:20.525Z,NVDA,BEARISH,99,REJECTION REVERSAL,209.73,"210 (ceiling, at)",208.62,212.5
2026-07-24T17:11:20.526Z,IBIT,BULLISH,89,REJECTION REVERSAL,36.17,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:12:20.521Z,IBIT,BULLISH,90,REJECTION REVERSAL,36.185,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:12:20.521Z,NVDA,BEARISH,98,REJECTION REVERSAL,209.81,"210 (ceiling, at)",208.66,212.5
2026-07-24T17:13:20.524Z,MU,BEARISH,95,BREAKDOWN CONTINUATION,932.18,"940 (broken support, broke)",928.12,950
2026-07-24T17:13:20.525Z,IBIT,BULLISH,90,REJECTION REVERSAL,36.165,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:14:20.522Z,IBIT,BULLISH,90,REJECTION REVERSAL,36.185,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:14:20.523Z,MU,BEARISH,95,BREAKDOWN CONTINUATION,931.73,"940 (broken support, broke)",927.82,950
2026-07-24T17:14:43.157Z,IBIT,BULLISH,90,REJECTION REVERSAL,36.195,"36 (floor, nearing)",36.5,35.5
2026-07-24T17:14:44.238Z,IBIT,BULLISH,89,REJECTION REVERSAL,36.195,"36 (floor, nearing)",36.5,35.5
